,pred
135,1113733.0999675004
136,1397784.123186289
137,840619.4149104452
138,3428768.373029503
139,268756.01378213346
140,293475.13672342675
141,544289.5179714556
142,469758.56589892233
143,327960.28448555263
144,444163.54616077995
145,941142.8681142981
146,832632.4469783069
147,845680.0594399717
148,225508.49550968807
149,463244.5058321192
150,620084.0102438952
151,243729.97919497185
152,399222.49969705683
153,302965.2195110412
154,598403.2783382034
155,392238.4972621718
156,362900.0939870438
157,646173.4266663567
158,736774.1372412635
159,728956.0571168278
160,619736.3321791099
161,968132.5249632612
162,732144.0749791553
163,921848.138119373
164,489746.24066018075
165,290496.5614762382
166,242246.20758957425
167,302101.590210489
168,381954.72861050843
169,504952.5799765522
170,833940.3518294187
171,518597.41918810015
172,1665764.5722471518
173,1111257.3684516496
174,767004.4958615722
175,678833.1646421324
176,420907.8160350104
177,783704.1633128768
178,2199111.158577187
179,470670.3241442189
180,332733.275412108
181,1000635.7052152326
182,518911.89032557106
183,790273.1468287255
184,374862.2204306882
185,874294.2026068228
186,2654078.2817023816
187,338840.2626287035
188,846081.5590891476
189,1454793.5004141636
190,527729.3684223824
191,345449.616486175
192,386363.866406353
193,480062.84923083807
194,647580.2846617626
195,503893.6580367451
196,1166813.7960624387
197,352109.8824836932
198,462165.5837408589
199,557883.6800566484
200,782686.1961842428
201,924192.0488993817
202,541646.5815967979
203,918741.8606591013
204,339287.52243568137
205,922841.5496728979
206,929164.4270460616
207,434800.34636151197
208,2380627.3542931783
209,509744.8634276698
210,1347048.0911550093
211,510510.7753988446
212,647862.8370513718
213,721449.3719644838
214,877643.6111179132
215,245021.83768560455
216,1826850.3668674105
217,413087.58006773243
218,590829.0546475473
219,1033422.1678824245
220,631720.7299640413
221,774606.9808950671
222,527701.4446952664
223,1401125.1929711122
224,577824.9108739919
225,446782.3855225639
226,912317.7396636733
227,589668.1232597363
228,503104.3328533945
229,1934378.101776045
230,378875.7163812132
231,367592.32800071663
232,492779.79469054856
233,1477267.0676838653
234,895371.6225991722
235,2428919.160288735
236,422984.6484736588
237,1002170.4785396344
238,380576.68176956446
239,485624.23267975455
240,297641.67140656064
241,604887.8725921058
242,2389383.5334309074
243,439743.34170606924
244,782674.8349653163
245,2718685.0138798994
246,1130037.8317511117
247,394337.3783104731
248,470449.85332740424
249,2039425.5741726034
250,837924.5691000203
251,648990.8479175492
252,365651.68979244796
253,3224295.086946883
254,621637.3445783313
255,717693.6952395691
256,728790.8136748269
257,379346.5049543492
258,474637.2885441754
259,1672493.89904474
260,539443.0954819614
261,594215.1326403874
262,405837.2253928382
263,449741.1811057811
264,1125890.220458028
265,463502.67014859023
266,2556822.420948968
267,1044545.4059093039
268,611986.65485047
269,854055.5080856569
270,804673.4238633962
271,809477.5136497298
272,529204.2165446555
273,570380.0304931412
274,476026.8420335772
275,429827.1318565541
276,796182.2753531208
277,421161.258720821
278,172194.794516185
279,427103.47171158454
280,549885.5717479753
281,787564.2580257924
282,1759464.394278472
283,1073085.0532902365
284,346797.9449618501
285,273918.41587796365
286,930703.1424940319
287,536776.565897569
288,1712093.885595992
289,318714.11638391623
290,624777.7395476771
291,1149519.7218190252
292,1044837.3735188401
293,863484.3829779587
294,650960.9994459028
295,779769.6552534442
296,425309.48184379144
297,762222.8622485456
298,803112.9724271555
299,2671484.346504503
300,465650.68938436767
301,1009498.3120458164
302,537425.8180978349
303,2759733.4750221167
304,547415.5664430616
305,1146793.6908376673
306,1253574.527176564
307,972175.2056648487
308,951526.7578728428
309,673839.632872211
310,1096948.3407820212
311,311418.2064412363
312,1364925.0976098098
313,960303.2549622483
314,1295190.98972406
315,2497106.5221118485
316,1093724.2150295193
317,931672.388258991
318,698049.777284894
319,702501.4505637982
320,417758.2365690773
321,504716.89583792386
322,347065.01365967304
323,279025.7716559525
324,679358.3797297194
325,328837.84580734867
326,837182.3694251659
327,1855453.2230346727
328,577962.306334912
329,1541620.5006859263
330,919952.5097236818
331,497102.9924633165
332,768647.4380848353
333,3008498.472941092
334,917766.5047608218
335,550702.8949945422
336,1337673.3737175427
337,1054969.8482090628
338,1279026.261214245
339,469998.9772537393
340,550948.26146556
341,1363437.49035738
342,809506.0950874004
343,916411.6952590803
344,497543.7390042255
345,618036.2246261514
346,1176475.1806194244
347,610788.746878408
348,557047.3012036352
349,495096.47135060566
350,889878.2649329172
351,478926.6120392099
352,798246.6273507124
353,886228.5750552199
354,467611.09104465274
355,423546.1860051048
356,570061.2735441684
357,300793.37148673506
358,2936750.2448553997
359,369282.5752512663
360,836523.1597761683
361,715247.1659540619
362,495818.04659826815
363,882559.8611208955
364,795276.3006111415
365,1481535.7479615416
366,1210247.6372370552
367,841082.1216843214
368,824291.9015531684
369,1169522.243887561
370,657725.2080310103
371,634620.8249555796
372,1677660.2515382618
373,259280.88325765688
374,719173.7706201972
375,378876.34114173794
376,282221.2908361353
377,775671.7775741223
378,154191.79542905788
379,768981.5674165259
380,342376.9941036436
381,785548.9379035485
382,554662.2038972416
383,1452203.9015505572
384,1935198.4486356927
385,908103.6711269883
386,777886.1792442425
387,3128519.0559113575
388,337172.5548051885
389,326541.23494691565
390,617751.3545937941
391,1315463.7467257893
392,319972.92755053757
393,291223.018705071
394,365330.02790524403
395,1736938.9151294937
396,296555.43131826865
397,203708.81156220345
398,512875.80762271787
399,366591.4671780267
400,436138.0324549189
401,632666.4024159233
402,1056248.0296485666
403,615808.333585402
404,476127.0045822652
405,1183497.2717749504
406,2203066.5868316004
407,902877.6182377021
408,632825.6539259229
409,518433.9720798371
410,717844.0418326425
411,3125806.4401302515
412,537343.8554264018
413,712299.1551383275
414,795269.9557757546
415,1169610.1054568137
416,629777.8042245546
417,1438873.8461048072
418,1769366.444889859
419,928522.445115314
420,756812.3179452727
421,1411287.347818699
422,378791.67543730745
423,872673.5154919416
424,1104299.7073030805
425,727299.5845465937
426,1670660.6504528956
427,685133.5568468578
428,2136579.417926463
429,607803.7189467364
430,931141.0808577698
431,555169.9675074891
432,805660.5090308606
433,312019.5458991784
434,2743635.076643193
435,508570.72836477193
436,759644.0528905957
437,1034544.3974159647
438,464131.9106760066
439,786403.2320865969
440,203124.34445015978
441,212098.1360178324
442,529638.5648502533
443,447615.23117156967
444,1313674.5828198306
445,173138.79401916952
446,403909.2762081363
447,726213.2497683337
448,417397.519105654
449,719899.6310433231
450,3166597.825885719
451,1278677.1335861569
452,367573.78795885394
453,1295174.449614677
454,513839.0238604479
455,494756.185323803
456,1286273.0929253867
457,480053.8110814249
458,691792.0356694706
459,501447.63250738196
460,985321.3333574055
461,2124282.7253655493
462,929440.9445081908
463,623573.0653724222
464,364321.6051447423
465,633535.1445487149
466,844627.536734463
467,795102.4314019878
468,383345.2593241295
469,501983.6040857121
470,793804.9883076423
471,511700.40790793515
472,386624.58789602784
473,775125.4098964535
474,525290.6619580559
475,1621231.8140457475
476,421706.15829035477
477,318590.8351911749
478,253240.14821885526
479,430442.35877259006
480,4136432.7371972306
481,802342.911783929
482,392455.62137973076
483,1006795.5582223453
484,1827040.5737588296
485,175371.7550056371
486,1447310.1340944679
487,1155105.8337429652
488,342036.05347884947
489,2460288.3059496884
490,1166946.2552331155
491,1065461.8758243981
492,1461587.0066453563
493,1051315.5532018624
494,840558.319328356
495,929340.1129107607
496,942873.6509227188
497,1738039.2575657633
498,421447.8598284695
499,474126.2637440838
500,264330.96438553685
501,1389570.607051198
502,1506869.8149145641
503,772458.9552420919
504,1366975.761302887
505,480179.4868842392
506,181015.37363637442
507,760889.7616718815
508,453906.4107360296
509,596141.8193093602
510,136156.9991640904
511,478884.1181393072
512,710989.6798887268
513,1099193.1636222405
514,494310.3320823263
515,997216.3041072987
516,777822.7521471627
517,254415.85622991723
518,580643.6469915864
519,471478.0723938332
520,420711.5640269254
521,220298.73081113808
522,1292131.7829591113
523,174550.63480282592
524,810701.2855278814
525,1118802.8698308715
526,420915.74362510047
527,1248260.6041098458
528,514524.02895378
529,441189.01372108335
530,709077.583314097
531,296644.32084499416
532,1110018.9294510926
533,522199.7873243624
534,259977.0522951992
535,376586.7251086491
536,833103.1573538746
537,1375113.1823569047
538,1411265.8229224398
539,480019.4211498909
540,452537.3079288474
541,1741459.372008957
542,652836.9796747926
543,435742.7571621369
544,955634.6845789073
545,2379425.6987533187
546,515148.29558655864
547,1145830.966526515
548,1034338.3896120836
549,1058338.0054236944
550,856330.664732352
551,895883.1013947112
552,1485331.1841582695
553,1075850.0655396164
554,491042.06247435836
555,1580103.2044552013
556,481655.6773816299
557,487089.0398013816
558,338447.42701422644
559,441617.6513197172
560,381319.21306947997
561,645785.5342592258
562,471157.8775267701
563,876416.744393218
564,572469.5354580429
565,1007879.483942256
566,207902.52292865465
567,519500.79333640076
568,457836.63041537046
569,843240.8605590056
570,484071.2932512994
571,501735.2759166629
572,563505.4711057245
573,1150837.731759912
574,683454.3444352681
575,282246.34022583975
576,698259.9112732697
577,430176.25045991817
578,599628.6169294305
579,2063198.0136206544
580,396789.4476549739
581,2483608.3679929445
582,2112010.4487373973
583,429674.8192022789
584,756503.3979595396
585,830178.62652574
586,739579.5417004871
587,384412.935765128
588,431337.1346551359
589,567593.7522119976
590,1832122.5688234332
591,2017007.3198080412
592,763390.8339072047
593,581669.2801871463
594,486798.70210101944
595,284082.19745044055
596,524216.5216794778
597,1687536.138975116
598,761789.3162776367
599,988448.7993934612
600,590514.5680626683
601,2621802.486517947
602,1067384.3817606543
603,1344742.862765965
604,653658.036400453
605,910753.6349485443
606,480490.7187642559
607,634246.2176184932
608,697536.3205544101
609,2887500.057447536
610,863121.1592775994
611,998980.3735726309
612,682410.4203045298
613,217644.1563633291
614,1327099.9171099863
615,1187914.8541337452
616,503410.74164086324
617,260750.40727978083
618,498217.443647577
619,1636806.8183752403
620,674556.3063278913
621,267168.75011656916
622,1650342.8925457492
623,1773592.5093737617
624,361663.3378755892
625,497772.1121534082
626,1599291.921544709
627,868313.4347323335
628,787873.2872926261
629,1078481.7488168604
630,423487.0169992368
631,497108.23925141955
632,1438563.4844207033
633,430781.7745273645
634,813643.1261876051
635,1892211.4073091089
636,993704.9276203671
637,3206771.46640811
638,772414.4860321612
639,1035069.3610860752
640,510065.7014945098
641,430103.2856718919
642,956407.241147299
643,1095489.156678135
644,228683.52886244108
645,582487.9436415489
646,264867.8461569149
647,990328.1468949259
648,940158.1223095593
649,586976.2389082108
650,651258.8434492517
651,908842.4872686744
652,778570.3368126052
653,928114.2575874961
654,373173.5276156591
655,490936.2697266949
656,696296.5730191648
657,1092799.1411596304
658,487521.72877789056
659,362337.67591409595
660,695363.2909871684
661,807979.2101441525
662,762506.7016351158
663,727347.6350886375
664,490605.52742244233
665,258386.75874622088
666,1038449.9156722748
667,1028203.1493657621
668,2852934.299568167
669,2789081.66460413
670,133113.25120130225
671,1785499.690197058
672,1174339.714355937
673,392182.1141420255
674,546042.1716927544
675,988097.0311774111
676,2093705.8813221254
677,419243.73495053576
678,136095.09877263036
679,228015.16376723925
680,968453.2874980858
681,769057.2325847574
682,577320.9832787684
683,337877.32076895377
684,398690.1790209768
685,425931.2475927624
686,453361.94033253647
687,383267.7177279148
688,239788.573993569
689,1194039.6548064025
690,693255.2727890663
691,970419.1445004954
692,1134787.4909396854
693,964714.5610291633
694,791607.5024367995
695,2875955.3047101246
696,1369903.5308683289
697,2554627.5008797003
698,799742.4316091068
699,1228493.9883975098
700,1271890.8214481322
701,2194101.2395872953
702,243076.1309701265
703,464116.5508956963
704,210519.60596592058
705,757381.971259051
706,884007.7024702742
707,371834.33077721874
708,624891.6730506709
709,424796.1247878929
710,1601706.9590984273
711,455155.859691766
712,1287783.472983048
713,251627.5519867259
714,824038.4412713029
715,431923.6428847436
716,266966.23134113546
717,2231556.6427471307
718,1310107.6645523147
719,572688.1089758154
720,265932.2830076785
721,1054657.7743772245
722,1029035.079247797
723,3270714.483524333
724,250900.19849040784
725,731515.6795727239
726,481406.9157137538
727,404727.379398686
728,453206.3248067557
729,743397.255068603
730,443083.1974233541
731,428859.73207590845
732,1149159.8202737635
733,264288.83495265717
734,532210.4971059642
735,367180.53892306564
736,2160777.9015672286
737,298203.17542294296
738,859436.0997925751
739,843940.6476295445
740,907662.776462177
741,1505813.1099191331
742,802197.0643798037
743,839334.3107394258
744,2787840.600133796
745,623616.8567729838
746,538220.1295431542
747,2027591.0538616723
748,412984.58856914105
749,1796277.5656927445
750,647267.3050542158
751,776074.5855957199
752,1318058.8617840002
753,580878.9399648218
754,1298836.4952459557
755,542337.9552503383
756,652745.8064697739
757,513117.2445799198
758,465522.6788474712
759,1981825.9560681367
760,665012.067588185
761,2864144.8032733514
762,3000236.863072188
763,1481943.45176859
764,497597.8401457486
765,433484.95142428676
766,461853.87162287143
767,829555.1917361387
768,626794.8211248061
769,961181.8650044169
770,311507.2856788755
771,432213.2706158424
772,421744.2720481003
773,425220.6140846189
774,755184.0241547377
775,807109.4392233947
776,2038278.0181355851
777,489514.64063526725
778,1684421.9579226845
779,588935.7397683675
780,1753722.7213376316
781,775226.2483305898
782,261786.3712056813
783,161272.9465634102
784,395967.5121695605
785,841542.3163923939
786,334761.07750883675
787,305852.6054928496
788,1319879.8737066262
789,379293.3433996573
790,798779.0082005179
791,1366367.4514618875
792,283553.8336479466
793,1030555.8987061417
794,548611.8718042516
795,428869.3594308371
796,977664.2555541216
797,840028.2869585241
798,1455126.990158613
799,2362909.0792696183
800,155487.16894078386
801,858505.8417146652
802,561918.121900965
803,1026436.9303318431
804,622140.1618212804
805,399384.36595297867
806,723258.9215141952
807,574986.506666945
808,279116.0184584003
809,331554.6092072203
810,283248.9135435691
811,956429.9377967956
812,3104216.6597957783
813,733834.758305159
814,754485.6125567587
815,272186.1543865436
816,1371657.9453587397
817,652324.3904796041
818,1330233.5699531164
819,328371.3473779222
820,1128918.9832371378
821,987839.7225033453
822,620027.7295228026
823,1101476.9348756718
824,288935.6306756057
825,1484229.9894629065
826,298056.97768747393
827,1196689.2744758958
828,1180639.8631993746
829,453899.65075482853
830,901948.4976584881
831,410349.58949873457
832,294051.89149769745
833,317655.76042196003
834,866410.3205285694
835,237022.96761545367
836,1143075.8928225958
837,225735.859381725
838,796550.7274869322
839,858929.236810612
840,470376.51625916647
841,210519.60596592058
842,901739.224845073
843,741672.5986715689
844,1042714.293420319
845,613805.6744507242
846,356348.372362797
847,3543696.8773910333
848,1284765.1419957094
849,419680.369991153
850,1032524.766230993
851,638809.2946530855
852,487184.6271184729
853,659993.7556013492
854,1187898.7768557935
855,461414.918580171
856,610548.8793555155
857,259280.88325765688
858,171988.78412888746
859,173116.68714420768
860,418527.4982060151
861,1125559.0596558715
862,967304.5025563646
863,946996.9293473099
864,930756.7973934091
865,756479.2538989009
866,575112.444187738
867,1046448.897882431
868,1541083.902785529
869,995041.1141071008
870,560619.0959225586
871,154238.39334572456
872,496353.4133502882
873,346733.83342832973
874,1067991.0051961644
875,619241.5225973042
876,375375.20729128114
877,337051.75232114265
878,1307211.344210248
879,272186.0746558483
880,827841.6588968365
881,360659.5134726864
882,543543.5131596643
883,1358277.440218586
884,1055121.790248615
885,1550327.2140670219
886,991236.1604277976
887,1044540.4262592603
888,1321332.8526664192
889,1268828.2842290595
890,953272.5301439172
891,456602.88806473784
892,782749.9139473784
893,246536.06050675243
894,860096.7053627368
895,701444.3312874133
896,859076.4553627368
897,403045.0033418465
898,1130374.0742047236
899,1285553.5271058239
900,863212.1831186737
901,729031.9722278393
902,674629.4510241695
903,362849.79955492826
904,1330019.4689676384
905,1707776.446679825
906,240155.12138606407
907,1207210.5142900636
908,599744.1758884174
909,430114.0681976559
910,500508.9107213773
911,1089717.1601643416
912,847308.5088463861
913,632865.9446312665
914,811785.3038796356
915,267937.763224766
916,642029.0961447601
917,444543.3638166439
918,1031655.4261054142
919,939653.4941457144
920,456790.5699963995
921,586478.2008481488
922,1311530.31480817
923,1357266.8572715519
924,1948081.8018478127
925,1793204.1537267289
926,615664.3604037074
927,568711.0519199547
928,1274271.346099799
929,404595.86638932256
930,552424.7909425645
931,1407717.478754286
932,419332.38563830894
933,802020.5734377897
934,638596.0180950087
935,1233115.5035489493
936,1640525.8451708173
937,491188.71795138135
938,1262027.4750952497
939,698633.1383083542
940,1554949.611426347
941,502548.6001566784
942,550384.8217149118
943,877925.8114464654
944,967015.2641000818
945,520664.59633907356
946,521716.23937964113
947,1299094.9944259473
948,1274466.2375413447
949,562872.7389252203
950,758515.8043527433
951,1774086.3188125088
952,444431.11881750467
953,809275.2339194776
954,811140.2394969197
955,1169680.871055499
956,382531.3658122481
957,2806950.544676775
958,571574.313396101
959,441245.37813500315
960,1097584.6441424577
961,173116.68714420768
962,1447075.9290631127
963,354173.80969875795
964,873557.3938844133
965,203422.7304352026
966,1277367.1908896575
967,518947.3788971393
968,1523311.4929471035
969,1361032.2425015075
970,1484513.0711016133
971,517367.8045443739
972,265841.78683313524
973,349125.94889791525
974,461366.6981068257
975,1172620.224366472
976,641055.095137965
977,610730.538078518
978,258407.28234599865
979,337931.9577190942
980,1976862.2482521106
981,1434868.5427418258
982,623710.7156676546
983,414868.7451253433
984,604532.31384445
985,719498.6516447737
986,355895.48027469876
987,854171.7813814534
988,3526233.875196163
989,996498.1934577095
990,2307574.8844191013
991,1401376.5706256267
992,433443.1558617633
993,856559.6014906769
994,524834.2923648693
995,2812955.7011022596
996,1061242.3451275898
997,845806.662876365
998,2181378.258997112
999,278266.2681404872
1000,699356.7604068376
1001,931473.2600810213
1002,787080.2981131359
1003,2110140.3555080844
1004,784514.8055694307
1005,943131.0320801788
1006,439405.57961817813
1007,626322.4659082372
1008,562937.5042115815
1009,1088239.1469716858
1010,976578.999611869
1011,729441.6522614083
1012,762540.2574334524
1013,898649.9184376482
1014,499363.4060617076
1015,439464.04795533314
1016,583892.9630247009
1017,272195.06135351496
1018,582233.8163925158
1019,250526.8253489494
1020,288129.82508045394
1021,1131356.542867434
1022,700911.8370841037
1023,270421.05229435244
1024,158404.61756607582
1025,867788.2824233152
1026,549460.8429214668
1027,296116.1605267439
1028,875361.6531912244
1029,794372.0186833086
1030,388814.4063533577
1031,1036777.7162586994
1032,301896.6662002442
1033,1492155.6998060956
1034,2449771.8918981142
1035,886345.5170427709
1036,599167.2864120237
1037,262614.81845966197
1038,1032156.2702360856
1039,423546.1860051048
1040,892624.2110591673
1041,482171.096871488
1042,463288.89562932367
1043,187654.4010867146
1044,1113551.326629545
1045,618946.6860205808
1046,1594011.0422778632
1047,1334604.7871200042
1048,1553830.459883017
1049,432032.92198156717
1050,1469687.5224970102
1051,594750.6374178375
1052,343920.36622378463
1053,449644.7306455337
1054,650402.5287793543
1055,481063.06965284306
1056,876681.6257243806
1057,605094.9233558275
1058,434496.13823472825
1059,546240.7569701804
1060,343882.8816505034
1061,640258.7091827091
1062,2692512.8527644817
1063,755761.8026099189
1064,700543.880489726
1065,891267.6962345811
1066,1619017.7809650109
1067,2428259.400347369
1068,961074.1357862706
1069,1360849.0326439005
1070,475360.1982299208
1071,827624.0529000919
1072,1971397.5790441167
1073,518497.8601711754
1074,403677.1977425825
1075,225508.49550968807
1076,809764.2720790738
1077,252696.9375385724
1078,1223431.1493377779
1079,1041014.1127009909
1080,486360.7940962115
1081,436442.3407798076
1082,546825.1006525531
1083,303215.54906454287
1084,241948.8073054556
1085,235889.22060966288
1086,155316.96512156609
1087,629538.147633264
1088,827472.9121799957
1089,1020407.6068241185
1090,529082.2175396632
1091,173914.75644220074
1092,482634.627086699
1093,654434.5031125867
1094,404985.9780365668
1095,1376384.8436682385
1096,548738.8460430775
1097,2352566.7277313815
1098,956596.6291818299
1099,383612.58499514783
1100,1973798.312623239
1101,477666.0161316742
1102,524284.84698563325
1103,1099523.0256975181
1104,400664.9667808134
1105,719899.6310433231
1106,660750.3047575213
1107,1168214.9325188017
1108,1001612.3569521541
1109,2081062.9711251503
1110,908370.3629263319
1111,528286.3493441504
1112,622249.366518321
1113,201284.97404403164
1114,280630.53654425865
1115,222751.19653548638
1116,890670.2337519401
1117,1098259.2323313197
1118,885983.612096258
1119,500425.82269047626
1120,240030.55816045738
1121,399178.94742184796
1122,639355.5669708317
1123,787578.5110656453
1124,432756.732568358
1125,4574832.933059137
1126,327883.77709088987
1127,831828.2653919294
1128,269668.43457802886
1129,772578.966711394
1130,1982760.678359264
1131,672196.9788172746
1132,317089.1882465342
1133,956305.8261168275
1134,521353.6855793001
1135,311538.4878168286
1136,689127.7024770029
1137,240683.16564121877
1138,451853.1477152674
1139,2752641.9295103
1140,203422.7304352026
1141,458464.82565073034
1142,1769379.3643482528
1143,900128.6003054449
1144,776991.8122185788
1145,137516.67512312921
1146,418874.3386035189
1147,855157.3984091873
1148,919952.5097236818
1149,465459.3762567573
1150,245587.862357537
1151,191581.1626868968
1152,1516350.332461126
1153,1004085.0588312752
1154,1552332.9706595656
1155,424202.37542516296
1156,633834.0694289618
1157,722215.9890593726
1158,694850.0020322885
1159,439887.98303254164
1160,658063.5494435246
1161,527823.3625489079
1162,580203.9755098459
1163,1088846.7733887825
1164,843483.6738911362
1165,407407.0361746459
1166,572374.9834306062
1167,261537.81294124783
1168,1298411.946073351
1169,2382126.9529352407
1170,1355971.665052823
1171,631368.0475156079
1172,775467.261511963
1173,548295.442634119
1174,570749.6429083763
1175,2027937.5203257503
1176,373288.9855851844
1177,897932.3590027961
1178,525944.3599889808
1179,1814265.8241586876
1180,2950208.8471437115
1181,952285.4428434874
1182,380190.4466336846
1183,323486.78061928664
1184,320261.1592990573
1185,524870.8229332475
1186,1754930.7849847262
1187,535552.4701125576
1188,354730.07122993714
1189,440363.0726450214
1190,435645.7616402799
1191,700525.6052017016
1192,677060.6685180797
1193,1096165.3531815908
1194,224987.85348121214
1195,352520.22131644905
1196,1161752.9950970353
1197,285776.2508324534
1198,1156840.204023212
1199,818537.3066178315
1200,244185.97327111964
1201,428189.28059032187
1202,380949.0176651974
1203,3054518.4261582154
1204,360141.69337732205
1205,717316.2041929993
1206,2190801.163280267
1207,470792.85778748983
1208,428657.88994155265
1209,850834.4999287117
1210,534999.7748269804
1211,525951.4802440377
1212,538163.4958668869
1213,1527045.9920469427
1214,271796.1139187483
1215,614293.1235282008
1216,428508.7925013379
1217,527258.8794518457
1218,1424902.1053985443
1219,564131.107619438
1220,1724082.3456084654
1221,565431.2610136765
1222,434534.624141453
1223,671506.3978901486
1224,283533.29091156577
1225,1194465.2627452991
1226,705788.6046936241
1227,1423986.224268499
1228,444279.32195257186
1229,492259.7733500994
1230,808646.9333198582
1231,1324954.1098160055
1232,1304266.3132039243
1233,805685.5183981328
1234,757744.4640585253
1235,623790.8279566601
1236,949118.7566783035
1237,4436081.400373115
1238,448874.26908460626
1239,269568.2417629204
1240,518539.821778257
1241,628705.2527443861
1242,971583.1532388027
1243,592554.29211093
1244,205013.34229930828
1245,272292.9233228798
1246,360549.50257963815
1247,1524827.5988872119
1248,277603.0835653197
1249,1239590.3327650302
1250,442572.6798773296
1251,441503.69853008556
1252,700099.4248164322
1253,449242.4136285274
1254,2458890.0232735346
1255,311343.81838157045
1256,608807.9761159332
1257,428988.7101024061
1258,598719.2144415372
1259,240339.03094051973
1260,719652.619115589
1261,2705000.9871812295
1262,843200.6984261924
1263,1322060.0862118439
1264,218432.95414923373
1265,650294.3033256221
1266,446686.7108002793
1267,746116.5391575366
1268,519306.4054020784
1269,633005.1472430191
1270,195754.33688361102
1271,1261600.5699668722
1272,903277.7736569932
1273,962697.9318764801
1274,367563.2450610285
1275,1445202.198486381
1276,666989.9425409358
1277,817613.8061078792
1278,443151.0418596022
1279,684835.7234432038
1280,995867.0668791108
1281,771491.4432435432
1282,496400.3424664058
1283,581155.5640183629
1284,661402.1563193984
1285,610079.0489870111
1286,1158979.2544280991
1287,491748.55592270434
1288,1343124.34314652
1289,652579.99137802
1290,1178567.7970323793
1291,674954.8719546736
1292,409923.49882020405
1293,167027.59093119006
1294,508954.6580165706
1295,1324109.452434828
1296,489669.4216957551
1297,2747638.7290046983
1298,377593.4830078816
1299,1037370.0930977606
1300,252063.0101234951
1301,1282599.9853615593
1302,861875.9265375654
1303,442053.95835858164
1304,405072.5152483478
1305,999080.3716381772
1306,442082.74158425815
1307,1190667.4999860185
1308,441138.76591789053
1309,333697.78340832604
1310,239670.2147991581
1311,1630361.6377881726
1312,1694984.3297778165
1313,563645.8993758702
1314,1125409.4152761856
1315,1123158.0695894898
1316,504470.36412993015
1317,459882.8734372256
1318,436219.48363242624
1319,788102.5829341054
1320,870333.1480552114
1321,1041010.273966799
1322,603955.9125134392
1323,711046.8384549033
1324,550209.8304413419
1325,575131.3572984573
1326,295623.0768387251
1327,1638307.6637654419
1328,658670.7139897386
1329,562423.78320183
1330,879226.4808086742
1331,1671850.4865240783
1332,522783.93085789983
1333,573836.8875772415
1334,355572.92538581445
1335,1392888.8117101928
1336,192270.65948051817
1337,348672.42722908425
1338,1382999.3695283395
1339,1057878.0968852832
1340,590039.3978482403
1341,1750252.368513317
1342,371280.30866301974
1343,161550.17670862767
1344,565180.2922293363
