,pred
419,809703.49
420,877315.94
421,1479327.58
422,342539.25
423,931127.61
424,1261602.4725264222
425,582507.78
426,1384640.09
427,507900.0
428,721578.96
429,631212.0680375115
430,940957.01
431,490532.43333333335
432,743278.2417998667
433,326072.0359761906
434,2383001.65
435,540393.1933333334
436,697932.94
437,1159665.72
438,710008.1
439,790245.9
440,222770.43865117987
441,195917.04412919414
442,470939.27
443,312811.75
444,1390930.0
445,149552.34523809527
446,259517.21
447,790642.3809523807
448,349657.89
449,641446.0952380953
450,2916827.44
451,1181462.64
452,146936.8111666667
453,1388609.27
454,554220.8333333334
455,570923.88
456,750723.44
457,501850.6
458,721034.54
459,519428.72
460,861264.2911255412
461,1699651.69
462,964910.0
463,656673.3333333334
464,375386.78
465,362261.385
466,759486.8
467,904426.6666666667
468,393447.75
469,461132.1
470,789019.0922459891
471,508290.76
472,366180.0
473,644520.0
474,462050.0
475,2181743.7103174604
476,580555.8133333334
477,332138.9
478,215789.47651462746
479,424663.87
480,3340846.56
481,868619.67
482,341635.28
483,1863609.3736666664
484,1204857.86
485,152243.0695415696
486,1474597.93
487,952844.8
488,371670.0
489,2421338.19
490,615518.7891666667
491,1121371.1807431458
492,1155226.0
493,993722.82
494,783389.76
495,866564.5078460565
496,523307.3922738095
497,1310175.97
498,398178.24
499,523876.2
500,297605.9444444443
501,1216654.88
502,1251375.0
503,542457.6316666667
504,1527725.841041847
505,393607.7
506,157574.5762987013
507,779008.0
508,451785.42654567654
509,511649.71608946606
510,131291.26
511,853793.8876190477
512,647864.9999999999
513,1141817.57
514,545915.0
515,1020400.5
516,801124.0952380953
517,249079.8
518,357304.25
519,435001.4041221228
520,400036.1313238902
521,220503.19054556554
522,973488.14
523,135070.48881673883
524,658663.0
525,1401111.2833333334
526,327332.79833333334
527,1189279.107142857
528,602789.5
529,391883.85
530,756002.49
531,319445.7385873016
532,659606.2338461538
533,544376.46
534,275768.1753968254
535,384508.73
536,476286.7633333334
537,1254380.63
538,1405083.84
539,533038.32
540,540376.12
541,2323103.49
542,379268.9236219337
543,440018.88333333336
544,860274.48
545,2486930.2
546,544926.8052380952
547,933341.44
548,1162220.8466666667
549,920640.04
550,1348001.5225
551,715645.4536844088
552,1168165.0
553,1299016.9720512822
554,478251.020452381
555,1423067.33
556,543505.23
557,411800.87
558,309705.75
559,353631.71714285715
560,146352.7677698413
561,870724.7833333333
562,528384.04
563,758826.12
564,572599.13
565,1060130.1
566,181080.39593073592
567,502142.28
568,472112.7
569,765070.0
570,471624.375
571,562221.66
572,256574.32903463196
573,965140.0
574,503908.7
575,267519.05333333334
576,695714.33
577,343344.72666666674
578,582191.3632799173
579,1617520.0
580,287444.89
581,2472322.74
582,2161959.92
583,451785.42654567654
584,702280.0
585,753901.0138473824
586,502287.99
587,446312.85
588,548460.9
589,539670.6666666667
590,2099481.4
591,2551470.760452381
592,653471.382
593,546141.42
594,490444.4483015265
595,300867.2732336903
596,620384.14
597,961680.15
598,800239.16
599,1188091.21
600,1064827.18
601,1956814.54
602,1471314.59
603,1256662.5
604,630446.1111111111
605,766986.66
606,559207.82
607,778809.4633333333
608,607520.38
609,2425211.0
610,890827.9324703075
611,985731.74
612,638750.3333333334
613,181410.36095238096
614,952455.76
615,904473.5849042349
616,476824.4750000001
617,332635.63
618,601574.4
619,799570.0
620,626145.0
621,337005.8376190476
622,2170171.666666667
623,1294738.57
624,349385.0
625,581389.99
626,1654992.333333333
627,941537.73
628,726421.0
629,1472382.4
630,435234.03
631,580140.0
632,1248250.0066666668
633,476190.0
634,822232.88
635,1963668.4523809524
636,864450.25
637,2819815.78
638,812706.6666666667
639,976030.0
640,643898.74
641,339955.9666666666
642,750085.02
643,614009.0
644,243078.47365079363
645,715740.0
646,337077.0
647,956016.22
648,644150.0
649,417109.6666666666
650,590418.0375180374
651,898602.5
652,765817.0
653,976120.67
654,408226.768910534
655,489143.06651681644
656,804550.0
657,923012.23
658,488356.83
659,462797.32
660,766570.68
661,890347.0310666985
662,802150.47
663,752105.0
664,547006.69
665,146936.8111666667
666,845808.08
667,927533.34
668,3034032.97
669,2981115.0
670,117219.51
671,2124429.84
672,1205460.0
673,342319.0
674,580442.86
675,744825.2916666665
676,2456615.557359307
677,294357.33011599514
678,132190.92
679,243919.67603174606
680,1176362.0
681,850971.5934620936
682,271341.5140317462
683,318403.66841804987
684,344583.03
685,400139.76
686,413222.81577777787
687,512717.5
688,164332.36
689,1802699.28
690,790169.3
691,1104282.5
692,1074476.0159999998
693,1075202.7224345526
694,801786.4949607459
695,2047638.69
696,840130.7
697,2109928.34
698,1021873.32
699,1067262.5
700,877789.66
701,1171549.73
702,212506.02305555556
703,623851.99
704,200772.67562273832
705,541066.72
706,998512.25
707,370909.89
708,515880.01
709,499291.6666666666
710,1752434.9
711,488704.58
712,911344.0
713,256768.46342447543
714,788342.1938461539
715,435331.8
716,277594.3134920635
717,2033534.94
718,1154960.882654762
719,766492.75
720,244004.82
721,756395.0
722,950214.6938734748
723,3283498.0
724,263751.647907648
725,888465.12
726,455178.77
727,386530.4761904762
728,501056.39
729,678921.2979913419
730,387837.45
731,338072.13
732,1065384.4
733,240332.97619047618
734,348625.45
735,349025.0
736,2204262.0238095243
737,236292.27380952382
738,633450.0
739,1022394.8
740,929692.3192640692
741,1802359.3335137088
742,486341.4583333332
743,647096.9712287715
744,2228929.06
745,738509.69
746,506153.88666666666
747,1921284.98
748,287316.55
749,1963668.4523809524
750,509915.0
751,753855.0
752,1601129.49
753,342622.9266949942
754,1236039.11
755,518023.7392178218
756,748550.0
757,552337.97
758,365907.65
759,1997150.0
760,821340.31
761,3118249.4866666663
762,2629069.42
763,985685.0
764,595182.24
765,391695.2
766,463860.85
767,890852.13
768,581601.33
769,1015408.5225
770,366495.0
771,419666.0
772,496554.21666666673
773,445041.59
774,702557.85
775,1370675.64
776,926820.15
777,387845.93
778,2083928.5309141276
779,607152.0
780,1962360.0
781,709866.66
782,285457.5367965367
783,152863.22230083804
784,372380.0
785,801664.8674627868
786,335063.0
787,301014.63
788,1031203.0
789,409384.0
790,549429.755952381
791,1445000.0
792,339289.09119069186
793,1062044.69
794,516356.6666666666
795,452183.26
796,898048.8233333335
797,836280.54
798,1687765.0
799,1532464.44
800,150534.16492004727
801,918297.38
802,561831.76
803,1203505.0
804,615080.0
805,387711.8116666667
806,581473.5714285714
807,746874.0
808,262576.142290326
809,294032.9960317461
810,255663.22619047615
811,792609.64
812,3427326.0
813,755950.0
814,941246.65
815,233619.785534188
816,1058679.380952381
817,764739.27
818,1457553.83
819,533992.89
820,673190.0
821,622395.21
822,1006308.27
823,1039599.7890021645
824,487485.82666666666
825,1420510.96
826,250632.69047619044
827,831554.22
828,1120511.78
829,492005.34
830,647096.9712287715
831,356046.5
832,374410.0
833,263106.6666666666
834,804089.2
835,256794.24349938423
836,1155009.08
837,223425.714592908
838,841850.22
839,703179.271845238
840,476197.4960317461
841,200772.67562273832
842,1108246.21
843,712200.0
844,722649.2
845,566838.3333333333
846,513866.32
847,3364964.73
848,1331916.3293650795
849,517063.84
850,754848.19
851,577691.0
852,476021.8039999999
853,586866.968968254
854,986073.08
855,592747.42
856,577337.27
857,291039.69345029246
858,159720.52500649347
859,170666.14580952376
860,415577.4601370852
861,1461077.0
862,918276.04
863,729506.7380952381
864,997583.8664054833
865,575143.3515384615
866,475073.28
867,1004141.92
868,2021113.0433333335
869,1094104.62
870,625962.2
871,137839.51047619048
872,526178.79
873,342626.6308333333
874,976023.77
875,601090.01
876,441989.4066666666
877,322060.43
878,1707312.5596666667
879,252046.75030525037
880,650123.5
881,367637.4368690476
882,599007.5
883,1127548.3333333335
884,1097415.0
885,1010860.0
886,1115248.7734487734
887,801270.0
888,1150670.0
889,1180514.0559999999
890,1231964.72
891,520671.42
892,832130.0
893,229091.62142857147
894,1021091.395175325
895,629829.1071428572
896,1021091.395175325
897,402180.4
898,819039.16
899,1892910.026111111
900,656798.5
901,1377470.0
902,616675.63
903,426618.77
904,1326343.2616666667
905,952835.91
906,251552.3854458874
907,1120992.8722377624
908,468040.0
909,679864.25
910,489632.63
911,1176186.5466666666
912,918247.5
913,506467.82
914,782260.0
915,247252.5857150709
916,687954.0
917,460143.86665942596
918,819020.82
919,793575.99
920,424039.5
921,739499.2
922,1904272.3525
923,1835399.64
924,2214676.96
925,1913060.8
926,606735.36
927,507704.06
928,2857425.99
929,369770.0
930,781557.95
931,1354444.22
932,362441.5
933,885106.0
934,670112.0
935,1116728.72
936,1465841.27
937,589806.49
938,2070070.02
939,654290.0
940,1366000.0
941,511952.82
942,463828.48
943,855333.4766666666
944,997640.0
945,521068.84
946,601972.25
947,1027590.0
948,947201.49
949,499610.0
950,733791.69
951,1510704.8954378956
952,434551.1
953,839200.0
954,721711.6547619047
955,856170.0
956,436114.78
957,2102452.48
958,509336.3
959,238463.44840744228
960,1153118.87
961,170666.14580952376
962,1378865.0
963,418990.01111111115
964,613245.14
965,192951.18119217377
966,1178847.1
967,561167.9
968,1403853.0278055284
969,1367992.9
970,799830.0
971,521197.56333333335
972,266398.6
973,353854.12080652395
974,430248.0666666667
975,1313452.77
976,554972.13
977,614726.238718254
978,563775.22
979,303782.52621267625
980,2705836.375
981,1297300.0
982,475981.1
983,469730.76
984,948577.3
985,768337.47
986,379680.0
987,814238.5452380952
988,4439935.88
989,932940.0
990,1928848.07
991,1518218.2959801585
992,481376.48
993,680115.64
994,649434.16
995,2854829.62
996,822680.0
997,810995.1666666667
998,2420440.0
999,240236.36294261302
1000,921860.0
1001,1284569.0
1002,586173.8591261343
1003,2446292.7666666666
1004,801786.4949607459
1005,1874248.1
1006,173545.23333333337
1007,625213.0
1008,601554.5
1009,1068783.5
1010,964993.28
1011,944083.65
1012,712517.53
1013,921702.09
1014,394497.05
1015,377852.57
1016,497309.25
1017,264144.5036962653
1018,579150.0
1019,230193.42412747204
1020,316906.2665530948
1021,1058292.2
1022,700093.65
1023,228074.47619047624
1024,130100.4126984127
1025,771120.0
1026,554584.0
1027,284668.1031637807
1028,1877430.0
1029,768570.0
1030,380113.76
1031,973482.9714321871
1032,227410.88095238095
1033,388580.4657142857
1034,2692657.5
1035,831292.08
1036,560426.01
1037,272839.37953174615
1038,2318539.99
1039,177914.76190476186
1040,918813.0672799422
1041,401570.42
1042,435018.13
1043,192951.18119217377
1044,838260.4022222224
1045,485475.0
1046,1527725.841041847
1047,1479693.9236507935
1048,1960736.6666666665
1049,481760.0
1050,1767153.9381904763
1051,640819.42
1052,389023.0033333333
1053,485800.0
1054,690592.75
1055,499207.11
1056,759250.0
1057,631212.0680375115
1058,511915.0
1059,597627.71
1060,261495.84
1061,521316.72
1062,1993157.92
1063,666125.21
1064,510304.1666666666
1065,1051464.01
1066,1654992.333333333
1067,2637144.25
1068,876166.8900935462
1069,1214388.61
1070,552536.8333333334
1071,512267.6137380952
1072,1957738.13
1073,495152.82
1074,471036.3333333334
1075,236508.35720709848
1076,736352.89
1077,215789.47651462746
1078,941702.72
1079,1481188.3333333335
1080,508778.49
1081,494444.0033333333
1082,647176.11
1083,258853.3333333333
1084,236508.35720709848
1085,231347.16
1086,171569.92
1087,430626.0
1088,804110.3988888888
1089,1180315.0
1090,513295.0
1091,452289.5
1092,483076.06
1093,715909.0283333333
1094,398685.19
1095,1698763.24
1096,376600.25
1097,1434175.0
1098,819988.99
1099,807882.7166666666
1100,2164720.0
1101,448816.16666666674
1102,638329.62
1103,1891878.37
1104,559618.9466666667
1105,641446.0952380953
1106,803100.0
1107,733601.46
1108,1707866.6666666665
1109,2716860.12
1110,798542.36
1111,643338.72
1112,538298.75
1113,181773.01854794574
1114,311548.55402830703
1115,199373.0
1116,836670.555
1117,519354.6
1118,931094.34
1119,456966.5666666667
1120,158893.74999999997
1121,335128.36
1122,546777.99
1123,586173.8591261343
1124,301685.0
1125,4636091.62
1126,343787.0
1127,631212.0680375115
1128,280205.80930321873
1129,1305103.2392424243
1130,1374042.98
1131,570010.58
1132,318980.0
1133,1144292.81
1134,568762.5
1135,350612.7480158731
1136,596814.4
1137,200359.52777777775
1138,447570.3333333334
1139,2826478.63
1140,192951.18119217377
1141,534480.57
1142,1719355.3
1143,837504.04
1144,585100.0
1145,136740.0
1146,394251.54
1147,405536.67333333334
1148,1167089.6666666665
1149,429139.98
1150,155360.625030969
1151,133747.67857142858
1152,612463.5244444445
1153,1243000.0
1154,1353754.27
1155,323662.72
1156,592315.615079365
1157,510686.12
1158,488552.58
1159,414468.71
1160,563703.58
1161,852589.98
1162,532900.13
1163,1084481.38
1164,825668.0
1165,542541.6706349206
1166,668563.31
1167,179478.75
1168,2048542.2149399132
1169,2667150.0
1170,1740114.6
1171,673859.8
1172,962941.06
1173,576188.6091666667
1174,1160333.3301190478
1175,1388913.3333333335
1176,339769.5
1177,830447.71
1178,481763.9
1179,2441222.22
1180,3100233.29
1181,1175763.9666666668
1182,310450.0
1183,365634.8333333334
1184,247252.5857150709
1185,425931.32
1186,1763600.0
1187,583369.28
1188,390157.12
1189,378455.11
1190,500886.73
1191,476776.6166666667
1192,820222.128348485
1193,1009827.91
1194,226555.67857142855
1195,577165.1
1196,832251.39
1197,298112.01227690873
1198,1279932.3093975466
1199,797662.7065810229
1200,260310.28823953826
1201,557815.0
1202,381038.04
1203,3279461.0
1204,408726.25
1205,566555.3
1206,2038605.39
1207,463498.71666666673
1208,348764.28666666674
1209,805428.4271155176
1210,512385.3333333334
1211,487441.2
1212,489296.22119462484
1213,1229170.0
1214,240470.31833333336
1215,640557.834648418
1216,425188.33
1217,622518.7766666666
1218,1501216.74
1219,523053.53
1220,2107552.37
1221,503897.3
1222,566807.22
1223,636665.0
1224,248852.79761904766
1225,1884254.0452880454
1226,725710.0
1227,1744880.41
1228,505660.81
1229,348158.67666666664
1230,761844.93
1231,1237743.45
1232,931451.965
1233,690154.5
1234,901116.27
1235,568245.95
1236,846792.2933333335
1237,4178409.77
1238,564246.0
1239,262910.6498214285
1240,579197.72
1241,803752.9
1242,998563.17
1243,578750.0
1244,181773.01854794574
1245,257483.27577380958
1246,370050.9333333333
1247,2097323.14
1248,304878.2777777778
1249,1043008.3
1250,327065.34
1251,359979.78
1252,560418.0
1253,475057.5
1254,2648672.6
1255,310512.74963924964
1256,638540.0
1257,406424.69
1258,518091.2
1259,304782.88095238095
1260,792523.0
1261,2390783.26
1262,761593.3033333335
1263,1038805.66
1264,165010.37948162953
1265,733769.2166666667
1266,392847.18
1267,781521.08
1268,363635.4
1269,534267.045
1270,173023.598
1271,1530276.22
1272,902170.18
1273,1063470.8093015875
1274,365385.0
1275,831945.0
1276,766670.0
1277,826011.0
1278,455246.85
1279,673726.66
1280,676853.5633333332
1281,821671.48
1282,389094.54
1283,605320.83
1284,921039.64
1285,237984.4871794872
1286,1123099.28
1287,497266.2160000001
1288,1259810.16
1289,563403.3
1290,1554744.11
1291,770161.86
1292,434200.0
1293,176207.97215873018
1294,471890.46
1295,1484740.0
1296,465261.0766666667
1297,2793129.64
1298,524505.0
1299,1224262.0
1300,231628.9817475154
1301,1482498.5
1302,718999.1428571428
1303,527045.0
1304,468462.33333333326
1305,1764749.0
1306,440625.66
1307,1198503.8548701298
1308,468736.0
1309,347360.0
1310,242545.39211255414
1311,1600080.2
1312,1356970.02
1313,579984.14
1314,965442.35
1315,1356422.28
1316,515805.92
1317,352765.95
1318,504640.03
1319,476621.5
1320,869866.62
1321,821431.6
1322,790198.1666666665
1323,817039.47
1324,445952.5
1325,482300.82
1326,334958.46047619055
1327,1947057.95
1328,621679.73
1329,312750.7061120268
1330,810342.55
1331,1851528.37
1332,565626.28
1333,527765.5665656566
1334,347921.48475277505
1335,1238730.0
1336,159097.5515873016
1337,193397.94
1338,1473356.29
1339,1227434.6252827242
1340,669774.55
1341,2297818.88
1342,214195.83
1343,166421.7873931624
1344,531308.5
1345,1445988.92
1346,824523.6005068542
1347,776381.57
1348,895944.7
1349,517209.3567543567
1350,338592.41666666674
1351,294382.38
1352,603836.3993506494
1353,822372.4622117588
1354,350729.02333333326
1355,965247.92
1356,375952.34
1357,790642.3809523807
1358,488761.6
1359,601296.25
1360,311548.55402830703
1361,320331.16
1362,299323.8466666666
1363,810487.9501587301
1364,401853.1033333333
1365,720188.72
1366,1427573.75
1367,823170.4285714285
1368,539203.42
1369,628890.5175380175
1370,847355.75
1371,1682613.25
1372,470280.0
1373,727340.24
1374,409613.50899999996
1375,3936124.85
1376,1792266.0952380951
1377,259744.32
1378,548017.04
1379,549429.755952381
1380,887580.0
1381,535211.36
1382,115951.99199999995
1383,1750758.1
1384,498944.3366666667
1385,1234454.6391178272
1386,1584343.17
1387,1544030.05
1388,2245920.75
1389,848085.7560778758
1390,608093.75
1391,2039044.2733333332
1392,152863.22230083804
1393,319232.50250000006
1394,1531736.97
1395,123315.0
1396,1497607.36
1397,503618.0
1398,470221.5317460317
1399,284650.15904761903
1400,548849.0
1401,1415284.28
1402,630446.1111111111
1403,2631200.0
1404,1667520.0
1405,1178081.8116190478
1406,583158.43
1407,1384279.79
1408,172468.95546031743
1409,612163.3333333334
1410,539722.33
1411,490444.4483015265
1412,930628.88
1413,934513.13
1414,2111071.57
1415,175461.29870129869
1416,321698.5457142857
1417,556619.7
1418,905816.98
1419,776559.94
1420,2229817.73
1421,1847945.15
1422,395915.68
1423,514124.55
1424,795183.95
1425,592325.511904762
1426,797360.7555000001
1427,1878730.0
1428,364339.92
1429,754876.0268146886
1430,316906.2665530948
1431,516503.15
1432,346930.36
1433,276846.13
1434,1428294.0
1435,404311.42
1436,2241815.46
1437,1602597.73
1438,490127.97
1439,2469057.67
1440,1560533.29
1441,404553.45962370967
1442,1426740.0
1443,850927.0
1444,1015547.5978811744
1445,1352525.065
1446,806454.1186868683
1447,683709.4
1448,1070217.22
1449,408817.8
1450,977354.3150946271
1451,238505.43552187126
1452,1516226.1
1453,3826532.37
1454,595610.0
1455,521526.04
1456,955609.96
1457,254013.5241666666
1458,452233.9416666667
1459,876607.75
1460,1709325.43
1461,1584362.2131168833
1462,417395.0
1463,211038.94
1464,525332.99
1465,1101260.07
1466,956166.4
1467,567629.43
1468,492962.76
1469,3196630.0
1470,748239.6
1471,354525.0
1472,2553406.39
1473,500448.63269869954
1474,367964.12
1475,1679531.68
1476,788026.86
1477,1398330.0
1478,471819.3624153624
1479,895825.0
1480,618787.41
1481,604888.82
1482,766029.0
1483,553514.51
1484,378985.3
1485,1876939.97
1486,603883.27
1487,451304.62
1488,945782.16
1489,349208.48509634077
1490,822372.4622117588
1491,481733.08
1492,1041899.2266666667
1493,252884.44321428568
1494,576262.0577686202
1495,761645.3869047617
1496,896663.2390000001
1497,554344.57
1498,547019.8999999999
1499,444616.71
1500,4380370.18
1501,812283.4666666666
1502,223425.714592908
1503,482433.1262626264
1504,476158.02
1505,433452.5555555556
1506,206683.57200000004
1507,652255.1
1508,500448.63269869954
1509,490484.86
1510,1830460.07
1511,610052.14
1512,3102051.77
1513,573102.0
1514,1476616.87
1515,462523.8
1516,165022.6908730159
1517,2126601.11
1518,165912.76
1519,590160.0
1520,1373700.0
1521,310054.41445235314
1522,403123.33
1523,1079426.18
1524,848107.5
1525,789552.3
1526,467933.4766584526
1527,2098871.68
1528,922786.42
1529,380477.28
1530,582620.8
1531,740664.4
1532,833995.0
1533,536878.88
1534,307979.1277056277
1535,465745.6
1536,284069.73333333334
1537,1076756.6071428568
1538,1770029.106666667
1539,1644292.0
1540,2134313.54
1541,468303.69
1542,758877.06
1543,1081435.31
1544,606404.7094567186
1545,1153447.4
1546,775446.46
1547,775103.16
1548,448172.21
1549,1531699.04
1550,1415767.3261183258
1551,546255.19
1552,209997.6862012987
1553,499545.0
1554,402896.66666666674
1555,641390.0
1556,213296.00923809526
1557,1085673.11
1558,762368.8281031746
1559,791734.89
1560,584178.98
1561,705424.1
1562,1322930.5
1563,1467495.2
1564,458780.875
1565,1168366.5630983394
1566,486759.4461890332
1567,1324301.29
1568,925110.6042568544
1569,673547.9667142857
1570,750455.0
1571,760636.89
1572,433214.41333333333
1573,476565.0
1574,173768.30166666667
1575,260049.28210678205
1576,923926.9295454543
1577,190939.55291930283
1578,226876.09523809527
1579,683400.47
1580,453802.59
1581,687752.97
1582,1442018.59
1583,947666.44
1584,1358517.189115801
1585,485752.14
1586,787471.96
1587,577723.55
1588,310732.52
1589,973482.9714321871
1590,502755.00000000006
1591,265713.74333333335
1592,298965.2977167277
1593,753100.4852390774
1594,858190.0
1595,164816.73520923516
1596,1088627.58
1597,659010.9533333334
1598,356160.58
1599,1394858.84
1600,799588.44
1601,883742.76
1602,1393549.6846670555
1603,1973200.0
1604,665974.7307913534
1605,570875.9
1606,1078041.14
1607,578923.0
1608,3265270.29
1609,1261895.0
1610,998700.4507420682
1611,1056009.97
1612,183559.73809523805
1613,3532846.57
1614,2093441.416666667
1615,151434.84435009435
